Game ID,League,Comeback Team (CBT),Opponent Team (OPP),Game Date,Media Outlet,URL of Article,Headline,Snippet Text,Snippet Type,ATT. Ind. Resillence,ATT. Self-Efficacy,ATT. Team Efficacy/Cohesion,ATT. Verbal Persuasion,ATT. Emotional Reg.,AFT. Momentum Lang.,AFT. Draining Lang,AFT. Perf. Outcome Lang.,Gendered Lang.
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","Copper, Williams help Chicago rally from 19-down to beat New York 86-82",headline,C,,C,,,C,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","NEW YORK -- — Kahleah Copper scored 27 points and Courtney Williams added 12, including 10 in the fourth quarter, to help the Chicago Sky rally to beat the New York Liberty 86-82 on Sunday...",authorwritten,C,,C,,,C,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","The teams played Friday night in Chicago, with the Liberty rallying for a one-point win on a shot by Breanna Stewart with 7.1 seconds left.",authorwritten,,,,,,,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","In this game, it was the Sky's turn to rally.",authorwritten,,,C,,,C,,,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","Down by 19 early in the third quarter, the Sky (4-3) pulled ahead for the first time in the game on Williams' jumper with 4:24 left that made it 72-70.",authorwritten,C,,,,,C,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","A few seconds later, Williams drew an offensive foul on Stewart... the spirited guard playfully bowed to the crowd, drawing loud boos.",authorwritten,C,,,,,,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","“Got to have fun with it,”",playerquote,,,,,C,,,,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",“They were booing me.,playerquote,,,,,,,,,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","Stewart then scored the next six points for New York, tying the game at 76 with just over two minutes left.",authorwritten,O,,,,,,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",Williams answered with a 3-pointer with 1:42 left.,authorwritten,C,,,,,,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",Courtney Vandersloot's layup with 59 seconds left got New York within 80-78.,authorwritten,,,,,,,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",Williams was then fouled and hit the first of two free throws to make it a three-point game.,authorwritten,,,,,,,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","After a timeout, Sabrina Ionescu was charged with an offensive foul with 27 seconds left on the inbounds.",authorwritten,,,,,,,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",Chicago then hit four free throws in the final 17 seconds to seal the win.,authorwritten,,,,,,,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",It was the second consecutive year that Chicago pulled off a monumental comeback.,authorwritten,,,C,,,C,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","Last season, the Sky rallied from 28 points down to beat the Aces, setting a WNBA record.",authorwritten,,,C,,,C,,C,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","Stewart had 20 points and 11 rebounds to lead New York, which saw its four-game winning streak snapped.",authorwritten,,,,,,,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",New York tried to carry the momentum from Friday into this game.,authorwritten,,,,,,O,,,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",The Liberty scored the first 13 points and built a 17-point halftime lead before Chicago rallied.,authorwritten,,,,,,O,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",Some players need to wake up a little bit more.,coachquote,,,,O,,,,,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82","We went away from what worked for us,”",coachquote,,,,,,,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",“Our shot profile was terrible.,coachquote,,,,,,,,O,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",We don’t find ways to get (Breanna Stewart) touches.,coachquote,,,O,,,,,,
wnba_01,WNBA,Chicago Sky,New York Liberty,06-04-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507162,"Copper, Williams help Chicago rally from 19-down to beat New York 86-82",We just didn’t play tough enough.,coachquote,,,,,,,O,,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,headline,,,C,,,C,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,"CHICAGO -- — Jackie Young had 24 points and 10 rebounds, Chelsea Gray and A'ja Wilson each added a double-double and the Las Vegas Aces erased a 13-point halftime deficit to defeat the Chicago Sky 94-87 on Thursday night.",authorwritten,,,C,,,C,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,"Gray had 19 points and 10 assists and Wilson, who tied the WNBA record with 53 points in her last game, had 18 points and 10 rebounds.",authorwritten,,,,,,,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,"Young surpassed 2,000 points for her career.",authorwritten,,,,,,,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,Kelsey Plum scored 14 of her 23 points in the third quarter for Las Vegas (30-4).,authorwritten,C,,,,,,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,Marina Mabrey had 22 points for the Sky (13-21) with Elizabeth Williams adding 17 and Kahleah Copper 13.,authorwritten,,,,,,,,O,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,Chicago dropped two games behind Los Angeles for the final playoff spot.,authorwritten,,,,,,,,O,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,Chicago got off to a hot start and led 50-37 at halftime.,authorwritten,,,,,,O,,O,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,"Plum started the third quarter with a 3-pointer, the first of four she hit in the frame.",authorwritten,C,,,,,,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,"Her fourth one, midway through, started a run that gave the Aces a 70-68 lead going into the fourth quarter.",authorwritten,C,,,,,C,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,Copper opened the fourth with a three-point play and the Sky went up by four.,authorwritten,O,,,,,,,O,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/nba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,But Plum's fifth triple made it 79-78 and the Aces led the rest of the way.,authorwritten,C,,,,,C,,C,
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,ESPN,https://www.espn.com/nba/recap/_/gameId/401507329,Three Aces secure double-doubles as Las Vegas rallies to defeat the Sky 94-87,Las Vegas finished 18 of 18 from the foul line.,authorwritten,,,C,,,,,C,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,headline,C,,C,,,C,,C,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,ATLANTA -- — Nneka Ogwumike scored 29 points and grabbed 12 rebounds for her 100th career double-double and the Los Angeles Sparks erased a 16-point deficit to defeat the Atlanta Dream 83-78 on Friday night for their sixth-straight win.,authorwritten,C,,C,,,C,,C,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,"Azura Stevens added 18 points, Jordin Canada 15 with nine assists and six steals and Layshia Clarendon 14, including the clinching free throws with 11.2 seconds left for the Sparks.",authorwritten,C,,,,,,,C,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,"Los Angeles (15-18), which battled injuries all year but started the same lineup for the seventh-straight game, pulled into a tie with Washington for the seventh playoff spot 2 1/2 games ahead of Chicago.",authorwritten,,,C,,,,,C,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,Cheyenne Parker led the Dream (16-18) with 22 points.,authorwritten,,,,,,,,O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,"Rhyne Howard had 15 points, Danielle Robinson 12 and Monique Billings had 10 with 10 rebounds.",authorwritten,,,,,,,,O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,Dearica Hamby's 3-pointer with 6:32 to play put the Sparks up for good at 71-68.,authorwritten,C,,,,,C,,C,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,"Ogwumike had six-straight points down the stretch to hold off Atlanta, which has lost five of six.",authorwritten,C,,,,,,,C/O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,The Dream made all five of its 3-pointers and shot 64% in the first half to open a 52-39 lead at the break.,authorwritten,,,,,,O,,O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,Atlanta turned a two-point lead near the middle of the second quarter into an 16-point lead when Howard drilled a triple 14 seconds before halftime.,authorwritten,,,,,,O,,O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,The Dream took 64-62 lead into the fourth quarter.,authorwritten,,,,,,,,O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,The Dream missed all five 3s after the break and finished with 48% shooting.,authorwritten,,,,,,,O,O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,The Dream were without All-Star guard Allisha Gray for a second-straight game with an ankle injury.,authorwritten,,,,,,,,O,
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,The team announced Thursday Nia Coffey would miss the remainder of the season with a hand injury.,authorwritten,,,,,,,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun","Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",headline,C,,C,,,C,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun","UNCASVILLE, Conn. -- — Kelsey Plum had 27 points, A'ja Wilson scored 20 and the Las Vegas Aces rallied to beat the Connecticut Sun 72-67 on Friday night.",authorwritten,C,,C,,,C,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Plum sank 8 of 15 shots with three 3-pointers to help Las Vegas (22-12) extend its win streak to four.,authorwritten,,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun","Wilson made 8 of 15 shots, adding eight rebounds.",authorwritten,,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",The two-time MVP needs 10 points to set the league's single-season scoring record.,authorwritten,,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Jewell Loyd set the mark with 939 for the Seattle Storm last season.,authorwritten,,,,,,,,,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Chelsea Gray made three 3-pointers and finished with 13 points and six assists for the Aces.,authorwritten,,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Brionna Jones led Connecticut (24-10) with 17 points.,authorwritten,,,,,,,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun","Marina Mabrey scored 15, while DeWanna Bonner totaled 11 points and nine rebounds.",authorwritten,,,,,,,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Alyssa Thomas had 10 rebounds but also had eight of the Sun's 18 turnovers.,authorwritten,,,,,,,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Plum scored the first five points to put Las Vegas on top early.,authorwritten,,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Jones and Mabrey combined to score 14 from there as Connecticut battled back for a 22-17 lead after one quarter.,authorwritten,,,O,,,O,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun","The Aces made one shot in the second quarter — a 3-pointer by Plum — and six free throws, falling behind 38-26 at halftime.",authorwritten,,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun","Wilson, who leads the league with a 27.2 scoring average, had five points at the half on 2-for-7 shooting.",authorwritten,,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun","Wilson had two baskets, Gray sank two 3-pointers in a 12-2 run to begin the third quarter, and Las Vegas trailed 40-38 at the 6:02 mark.",authorwritten,,,C,,,C,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Bonner answered with a 3-pointer for Connecticut and the Sun stayed in front.,authorwritten,O,,,,,,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Plum hit a jumper with one second left to get the Aces within 52-49 heading to the final period.,authorwritten,C,,,,,,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Mabrey and Bonner opened the fourth with baskets to push the Sun's lead to seven.,authorwritten,,,O,,,,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Plum hit a 3-pointer and Wilson followed with two free throws to put Las Vegas on top 66-65 with 2:09 remaining.,authorwritten,,,C,,,C,,C,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Jones and Wilson traded baskets before Gray buried a 3-pointer with 18 seconds left for a two-possession lead.,authorwritten,C,,,,,,,C/O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",Connecticut has lost two straight at home.,authorwritten,,,,,,,,O,
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",The Seattle Storm held the Sun to their second lowest point total of the season in a 71-64 victory on Tuesday.,authorwritten,,,,,,,,O,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81","Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",headline,C,,,,,,,C,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81","COLLEGE PARK, Ga. -- — Rhyne Howard scored a season-high 30 points, Allisha Gray added 19 and Tina Charles scored in the post with 1.1 seconds left to help the Atlanta Dream beat the Seattle Storm 83-81 on Friday night to snap an eight-game losing streak.",authorwritten,C,,C,,,,,C,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",Charles finished with 16 points and Jordin Canada scored 10 points — all in the fourth quarter — to go with eight assists and three steals for Atlanta (8-17)...,authorwritten,C,,,,,,,C,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81","Seattle entered the fourth quarter with a 60-55 lead, but Atlanta went on a 12-5 run to go ahead 67-65 with 5:37 to play.",authorwritten,,,,,,C,,C/O,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",The Dream maintained a lead until Jewell Loyd hit a contested fall-away 3-pointer in front of the Seattle bench to make it 81-all with 4.6 seconds left.,authorwritten,O,,,,,,,O,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",Loyd's tying shot came after she chased down a miss from Skylar Diggins-Smith.,authorwritten,O,,,,,,,O,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81","The Dream called timeout to move the ball into the frontcourt and Charles caught the inbounds pass on the left block, faced the basket and pulled up for a short jumper to give Atlanta the win.",authorwritten,C,,,,,,,C,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",Diggins-Smith led the Storm (17-9) with a season-high 29 points and Loyd scored 21.,authorwritten,,,,,,,,O,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",Nneka Ogwumike added 16 points on 7 of 10 shooting.,authorwritten,,,,,,,,O,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",Seattle led 41-29 at halftime and by as many as 14 points in the second half before Atlanta mounted its comeback.,authorwritten,,,,,,C,,O,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",Howard made three 3-pointers in a 63-second span to trim the Dream’s deficit to 49-44 with 5:20 left in the third quarter.,authorwritten,C,,,,,C,,C,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",Howard made 5 of 6 from the field and scored 14 points in the third quarter as the Dream cut the Storm's advantage to 60-55 entering the fourth.,authorwritten,C,,,,,,,C,
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81","Atlanta took a 64-63 lead, its first since the first quarter, with 6:24 to play.",authorwritten,,,,,,C,,C,
