Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
2024,Washington Mystics,Atlanta Dream,32,39,73,76,https://www.basketball-reference.com/wnba/boxscores/202409150WAS.html
2024,Atlanta Dream,Chicago Sky,46,32,86,70,https://www.basketball-reference.com/wnba/boxscores/202409170ATL.html
2024,Connecticut Sun,Minnesota Lynx,37,42,76,78,https://www.basketball-reference.com/wnba/boxscores/202409170CON.html
2024,Los Angeles Sparks,Phoenix Mercury,44,36,81,85,https://www.basketball-reference.com/wnba/boxscores/202409170LAS.html
2024,Seattle Storm,Las Vegas Aces,40,48,72,85,https://www.basketball-reference.com/wnba/boxscores/202409170SEA.html
2024,Washington Mystics,New York Liberty,37,47,71,87,https://www.basketball-reference.com/wnba/boxscores/202409170WAS.html
2024,Connecticut Sun,Chicago Sky,46,35,87,54,https://www.basketball-reference.com/wnba/boxscores/202409190CON.html
2024,Las Vegas Aces,Dallas Wings,60,45,98,84,https://www.basketball-reference.com/wnba/boxscores/202409190LVA.html
2024,Minnesota Lynx,Los Angeles Sparks,30,38,51,68,https://www.basketball-reference.com/wnba/boxscores/202409190MIN.html
2024,New York Liberty,Atlanta Dream,30,43,67,78,https://www.basketball-reference.com/wnba/boxscores/202409190NYL.html
2024,Phoenix Mercury,Seattle Storm,31,43,70,89,https://www.basketball-reference.com/wnba/boxscores/202409190PHO.html
2024,Washington Mystics,Indiana Fever,52,45,92,91,https://www.basketball-reference.com/wnba/boxscores/202409190WAS.html
2024,Connecticut Sun,Indiana Fever,46,38,93,69,https://www.basketball-reference.com/wnba/boxscores/202409220CON.html
2024,Las Vegas Aces,Seattle Storm,38,42,78,67,https://www.basketball-reference.com/wnba/boxscores/202409220LVA.html
2024,Minnesota Lynx,Phoenix Mercury,56,42,102,95,https://www.basketball-reference.com/wnba/boxscores/202409220MIN.html
2024,New York Liberty,Atlanta Dream,48,30,83,69,https://www.basketball-reference.com/wnba/boxscores/202409220NYL.html
2024,Las Vegas Aces,Seattle Storm,45,38,83,76,https://www.basketball-reference.com/wnba/boxscores/202409240LVA.html
2024,New York Liberty,Atlanta Dream,43,48,91,82,https://www.basketball-reference.com/wnba/boxscores/202409240NYL.html
2024,Connecticut Sun,Indiana Fever,41,34,87,81,https://www.basketball-reference.com/wnba/boxscores/202409250CON.html
2024,Minnesota Lynx,Phoenix Mercury,49,47,101,88,https://www.basketball-reference.com/wnba/boxscores/202409250MIN.html
2024,Minnesota Lynx,Connecticut Sun,38,42,70,73,https://www.basketball-reference.com/wnba/boxscores/202409290MIN.html
2024,New York Liberty,Las Vegas Aces,48,38,87,77,https://www.basketball-reference.com/wnba/boxscores/202409290NYL.html
2024,Minnesota Lynx,Connecticut Sun,36,30,77,70,https://www.basketball-reference.com/wnba/boxscores/202410010MIN.html
2024,New York Liberty,Las Vegas Aces,46,40,88,84,https://www.basketball-reference.com/wnba/boxscores/202410010NYL.html
2024,Connecticut Sun,Minnesota Lynx,36,48,81,90,https://www.basketball-reference.com/wnba/boxscores/202410040CON.html
2024,Las Vegas Aces,New York Liberty,52,49,95,81,https://www.basketball-reference.com/wnba/boxscores/202410040LVA.html
2024,Connecticut Sun,Minnesota Lynx,43,50,92,82,https://www.basketball-reference.com/wnba/boxscores/202410060CON.html
2024,Las Vegas Aces,New York Liberty,38,41,62,76,https://www.basketball-reference.com/wnba/boxscores/202410060LVA.html
2024,Minnesota Lynx,Connecticut Sun,53,34,88,77,https://www.basketball-reference.com/wnba/boxscores/202410080MIN.html
2024,New York Liberty,Minnesota Lynx,44,36,93,95,https://www.basketball-reference.com/wnba/boxscores/202410100NYL.html
2024,New York Liberty,Minnesota Lynx,49,39,80,66,https://www.basketball-reference.com/wnba/boxscores/202410130NYL.html
2024,Minnesota Lynx,New York Liberty,43,35,77,80,https://www.basketball-reference.com/wnba/boxscores/202410160MIN.html
2024,Minnesota Lynx,New York Liberty,46,45,82,80,https://www.basketball-reference.com/wnba/boxscores/202410180MIN.html
2024,New York Liberty,Minnesota Lynx,27,34,67,62,https://www.basketball-reference.com/wnba/boxscores/202410200NYL.html
