Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"8:30 PM, January 24, 2023",DAL,WAS,60,65,126,127,https://www.basketball-reference.com/boxscores/202301240DAL.html
"7:00 PM, January 24, 2023",IND,CHI,46,62,116,110,https://www.basketball-reference.com/boxscores/202301240IND.html
"10:00 PM, January 24, 2023",LAL,LAC,54,77,115,133,https://www.basketball-reference.com/boxscores/202301240LAL.html
"7:30 PM, January 24, 2023",MIA,BOS,50,58,98,95,https://www.basketball-reference.com/boxscores/202301240MIA.html
"8:00 PM, January 24, 2023",NOP,DEN,47,63,98,99,https://www.basketball-reference.com/boxscores/202301240NOP.html
"7:30 PM, January 24, 2023",NYK,CLE,53,51,105,103,https://www.basketball-reference.com/boxscores/202301240NYK.html
"9:00 PM, January 24, 2023",PHO,CHO,58,47,128,97,https://www.basketball-reference.com/boxscores/202301240PHO.html
"10:00 PM, January 25, 2023",GSW,MEM,53,54,122,120,https://www.basketball-reference.com/boxscores/202301250GSW.html
"8:00 PM, January 25, 2023",HOU,WAS,58,43,103,108,https://www.basketball-reference.com/boxscores/202301250HOU.html
"10:30 PM, January 25, 2023",LAL,SAS,53,54,113,104,https://www.basketball-reference.com/boxscores/202301250LAL.html
"8:00 PM, January 25, 2023",MIL,DEN,58,53,107,99,https://www.basketball-reference.com/boxscores/202301250MIL.html
"8:00 PM, January 25, 2023",NOP,MIN,52,46,102,111,https://www.basketball-reference.com/boxscores/202301250NOP.html
"8:00 PM, January 25, 2023",OKC,ATL,77,77,132,137,https://www.basketball-reference.com/boxscores/202301250OKC.html
"7:00 PM, January 25, 2023",ORL,IND,73,68,126,120,https://www.basketball-reference.com/boxscores/202301250ORL.html
"7:30 PM, January 25, 2023",PHI,BRK,75,65,137,133,https://www.basketball-reference.com/boxscores/202301250PHI.html
"10:00 PM, January 25, 2023",POR,UTA,66,64,134,124,https://www.basketball-reference.com/boxscores/202301250POR.html
"10:00 PM, January 25, 2023",SAC,TOR,50,58,95,113,https://www.basketball-reference.com/boxscores/202301250SAC.html
"7:30 PM, January 26, 2023",BOS,NYK,60,58,117,120,https://www.basketball-reference.com/boxscores/202301260BOS.html
"7:30 PM, January 26, 2023",BRK,DET,59,58,122,130,https://www.basketball-reference.com/boxscores/202301260BRK.html
"7:30 PM, January 26, 2023",CHO,CHI,47,55,111,96,https://www.basketball-reference.com/boxscores/202301260CHO.html
"8:00 PM, January 26, 2023",HOU,CLE,48,74,95,113,https://www.basketball-reference.com/boxscores/202301260HOU.html
"10:30 PM, January 26, 2023",LAC,SAS,78,57,138,100,https://www.basketball-reference.com/boxscores/202301260LAC.html
"10:00 PM, January 26, 2023",PHO,DAL,48,54,95,99,https://www.basketball-reference.com/boxscores/202301260PHO.html
"10:00 PM, January 27, 2023",GSW,TOR,63,62,129,117,https://www.basketball-reference.com/boxscores/202301270GSW.html
"7:00 PM, January 27, 2023",IND,MIL,56,85,131,141,https://www.basketball-reference.com/boxscores/202301270IND.html
"8:00 PM, January 27, 2023",MIA,ORL,50,59,110,105,https://www.basketball-reference.com/boxscores/202301270MIA.html
"7:30 PM, January 27, 2023",MIN,MEM,62,53,111,100,https://www.basketball-reference.com/boxscores/202301270MIN.html
"8:00 PM, January 27, 2023",OKC,CLE,47,54,112,100,https://www.basketball-reference.com/boxscores/202301270OKC.html
"7:30 PM, January 28, 2023",ATL,LAC,53,58,113,120,https://www.basketball-reference.com/boxscores/202301280ATL.html
"8:30 PM, January 28, 2023",BOS,LAL,48,54,125,121,https://www.basketball-reference.com/boxscores/202301280BOS.html
"5:30 PM, January 28, 2023",BRK,NYK,62,49,122,115,https://www.basketball-reference.com/boxscores/202301280BRK.html
"7:00 PM, January 28, 2023",DET,HOU,57,59,114,117,https://www.basketball-reference.com/boxscores/202301280DET.html
"8:00 PM, January 28, 2023",MIN,SAC,57,59,117,110,https://www.basketball-reference.com/boxscores/202301280MIN.html
"8:00 PM, January 28, 2023",NOP,WAS,50,59,103,113,https://www.basketball-reference.com/boxscores/202301280NOP.html
"7:00 PM, January 28, 2023",ORL,CHI,47,60,109,128,https://www.basketball-reference.com/boxscores/202301280ORL.html
"3:00 PM, January 28, 2023",PHI,DEN,58,73,126,119,https://www.basketball-reference.com/boxscores/202301280PHI.html
"10:00 PM, January 28, 2023",POR,TOR,44,63,105,123,https://www.basketball-reference.com/boxscores/202301280POR.html
"8:00 PM, January 28, 2023",SAS,PHO,48,55,118,128,https://www.basketball-reference.com/boxscores/202301280SAS.html
"9:00 PM, January 28, 2023",UTA,DAL,66,48,108,100,https://www.basketball-reference.com/boxscores/202301280UTA.html
"1:00 PM, January 29, 2023",CHO,MIA,58,62,122,117,https://www.basketball-reference.com/boxscores/202301290CHO.html
"7:00 PM, January 29, 2023",CLE,LAC,64,34,122,99,https://www.basketball-reference.com/boxscores/202301290CLE.html
"6:00 PM, January 29, 2023",MEM,IND,50,62,112,100,https://www.basketball-reference.com/boxscores/202301290MEM.html
"8:00 PM, January 29, 2023",MIL,NOP,62,44,135,110,https://www.basketball-reference.com/boxscores/202301290MIL.html
"7:30 PM, January 30, 2023",BRK,LAL,58,46,121,104,https://www.basketball-reference.com/boxscores/202301300BRK.html
"8:30 PM, January 30, 2023",DAL,DET,53,57,111,105,https://www.basketball-reference.com/boxscores/202301300DAL.html
"8:00 PM, January 30, 2023",MIN,SAC,53,51,111,118,https://www.basketball-reference.com/boxscores/202301300MIN.html
"8:00 PM, January 30, 2023",OKC,GSW,48,63,120,128,https://www.basketball-reference.com/boxscores/202301300OKC.html
"7:00 PM, January 30, 2023",PHI,ORL,62,52,109,119,https://www.basketball-reference.com/boxscores/202301300PHI.html
"9:00 PM, January 30, 2023",PHO,TOR,62,53,114,106,https://www.basketball-reference.com/boxscores/202301300PHO.html
"10:00 PM, January 30, 2023",POR,ATL,64,60,129,125,https://www.basketball-reference.com/boxscores/202301300POR.html
"8:00 PM, January 30, 2023",SAS,WAS,55,63,106,127,https://www.basketball-reference.com/boxscores/202301300SAS.html
"8:00 PM, January 31, 2023",CHI,LAC,58,54,103,108,https://www.basketball-reference.com/boxscores/202301310CHI.html
"7:00 PM, January 31, 2023",CLE,MIA,52,55,97,100,https://www.basketball-reference.com/boxscores/202301310CLE.html
"10:00 PM, January 31, 2023",DEN,NOP,57,60,122,113,https://www.basketball-reference.com/boxscores/202301310DEN.html
"8:00 PM, January 31, 2023",MIL,CHO,64,64,124,115,https://www.basketball-reference.com/boxscores/202301310MIL.html
"7:30 PM, January 31, 2023",NYK,LAL,53,52,123,129,https://www.basketball-reference.com/boxscores/202301310NYK.html
"7:30 PM, February 1, 2023",BOS,BRK,79,45,139,96,https://www.basketball-reference.com/boxscores/202302010BOS.html
"8:00 PM, February 1, 2023",HOU,OKC,67,58,112,106,https://www.basketball-reference.com/boxscores/202302010HOU.html
"7:00 PM, February 1, 2023",MEM,POR,57,52,112,122,https://www.basketball-reference.com/boxscores/202302010MEM.html
"8:00 PM, February 1, 2023",MIN,GSW,62,71,119,114,https://www.basketball-reference.com/boxscores/202302010MIN.html
"7:00 PM, February 1, 2023",PHI,ORL,56,53,105,94,https://www.basketball-reference.com/boxscores/202302010PHI.html
"10:00 PM, February 1, 2023",PHO,ATL,47,66,100,132,https://www.basketball-reference.com/boxscores/202302010PHO.html
"8:00 PM, February 1, 2023",SAS,SAC,54,61,109,119,https://www.basketball-reference.com/boxscores/202302010SAS.html
"9:00 PM, February 1, 2023",UTA,TOR,65,60,131,128,https://www.basketball-reference.com/boxscores/202302010UTA.html
"8:00 PM, February 2, 2023",CHI,CHO,53,49,114,98,https://www.basketball-reference.com/boxscores/202302020CHI.html
"7:30 PM, February 2, 2023",CLE,MEM,67,54,128,113,https://www.basketball-reference.com/boxscores/202302020CLE.html
"8:30 PM, February 2, 2023",DAL,NOP,70,43,111,106,https://www.basketball-reference.com/boxscores/202302020DAL.html
"9:00 PM, February 2, 2023",DEN,GSW,70,69,134,117,https://www.basketball-reference.com/boxscores/202302020DEN.html
"7:00 PM, February 2, 2023",IND,LAL,67,54,111,112,https://www.basketball-reference.com/boxscores/202302020IND.html
"10:00 PM, February 2, 2023",MIL,LAC,49,56,106,105,https://www.basketball-reference.com/boxscores/202302020MIL.html
"7:30 PM, February 2, 2023",NYK,MIA,51,48,106,104,https://www.basketball-reference.com/boxscores/202302020NYK.html
"7:30 PM, February 3, 2023",BOS,PHO,44,57,94,106,https://www.basketball-reference.com/boxscores/202302030BOS.html
"7:00 PM, February 3, 2023",DET,CHO,69,68,118,112,https://www.basketball-reference.com/boxscores/202302030DET.html
"8:00 PM, February 3, 2023",HOU,TOR,48,55,111,117,https://www.basketball-reference.com/boxscores/202302030HOU.html
"7:00 PM, February 3, 2023",IND,SAC,60,48,107,104,https://www.basketball-reference.com/boxscores/202302030IND.html
"8:00 PM, February 3, 2023",MIN,ORL,57,64,120,127,https://www.basketball-reference.com/boxscores/202302030MIN.html
"8:00 PM, February 3, 2023",SAS,PHI,61,73,125,137,https://www.basketball-reference.com/boxscores/202302030SAS.html
"9:00 PM, February 3, 2023",UTA,ATL,50,62,108,115,https://www.basketball-reference.com/boxscores/202302030UTA.html
"7:00 PM, February 3, 2023",WAS,POR,69,51,116,124,https://www.basketball-reference.com/boxscores/202302030WAS.html
"6:00 PM, February 4, 2023",BRK,WAS,55,73,125,123,https://www.basketball-reference.com/boxscores/202302040BRK.html
"8:00 PM, February 4, 2023",CHI,POR,59,70,129,121,https://www.basketball-reference.com/boxscores/202302040CHI.html
"9:00 PM, February 4, 2023",DEN,ATL,70,52,128,108,https://www.basketball-reference.com/boxscores/202302040DEN.html
"7:00 PM, February 4, 2023",DET,PHO,49,58,100,116,https://www.basketball-reference.com/boxscores/202302040DET.html
"8:30 PM, February 4, 2023",GSW,DAL,73,58,119,113,https://www.basketball-reference.com/boxscores/202302040GSW.html
"8:00 PM, February 4, 2023",MIL,MIA,62,62,123,115,https://www.basketball-reference.com/boxscores/202302040MIL.html
"6:00 PM, February 4, 2023",NOP,LAL,61,72,131,126,https://www.basketball-reference.com/boxscores/202302040NOP.html
"7:00 PM, February 4, 2023",NYK,LAC,56,63,128,134,https://www.basketball-reference.com/boxscores/202302040NYK.html
"8:00 PM, February 4, 2023",OKC,HOU,79,53,153,121,https://www.basketball-reference.com/boxscores/202302040OKC.html
"1:00 PM, February 5, 2023",CHO,ORL,58,62,113,119,https://www.basketball-reference.com/boxscores/202302050CHO.html
"5:00 PM, February 5, 2023",IND,CLE,46,62,103,122,https://www.basketball-reference.com/boxscores/202302050IND.html
"6:00 PM, February 5, 2023",MEM,TOR,62,59,103,106,https://www.basketball-reference.com/boxscores/202302050MEM.html
"7:00 PM, February 5, 2023",MIN,DEN,63,43,128,98,https://www.basketball-reference.com/boxscores/202302050MIN.html
"7:00 PM, February 5, 2023",NOP,SAC,70,52,136,104,https://www.basketball-reference.com/boxscores/202302050NOP.html
"6:00 PM, February 5, 2023",NYK,PHI,51,53,108,97,https://www.basketball-reference.com/boxscores/202302050NYK.html
"7:30 PM, February 6, 2023",BRK,LAC,53,55,116,124,https://www.basketball-reference.com/boxscores/202302060BRK.html
"8:00 PM, February 6, 2023",CHI,SAS,62,59,128,104,https://www.basketball-reference.com/boxscores/202302060CHI.html
"7:00 PM, February 6, 2023",DET,BOS,53,60,99,111,https://www.basketball-reference.com/boxscores/202302060DET.html
"10:00 PM, February 6, 2023",GSW,OKC,60,53,141,114,https://www.basketball-reference.com/boxscores/202302060GSW.html
"8:00 PM, February 6, 2023",HOU,SAC,48,65,120,140,https://www.basketball-reference.com/boxscores/202302060HOU.html
"10:00 PM, February 6, 2023",POR,MIL,48,58,108,127,https://www.basketball-reference.com/boxscores/202302060POR.html
"9:00 PM, February 6, 2023",UTA,DAL,62,60,111,124,https://www.basketball-reference.com/boxscores/202302060UTA.html
"7:00 PM, February 6, 2023",WAS,CLE,46,66,91,114,https://www.basketball-reference.com/boxscores/202302060WAS.html
"7:30 PM, February 7, 2023",BRK,PHO,51,57,112,116,https://www.basketball-reference.com/boxscores/202302070BRK.html
"9:00 PM, February 7, 2023",DEN,MIN,79,48,146,112,https://www.basketball-reference.com/boxscores/202302070DEN.html
"10:00 PM, February 7, 2023",LAL,OKC,66,76,130,133,https://www.basketball-reference.com/boxscores/202302070LAL.html
"8:00 PM, February 7, 2023",MEM,CHI,49,39,104,89,https://www.basketball-reference.com/boxscores/202302070MEM.html
"7:30 PM, February 7, 2023",NOP,ATL,62,59,116,107,https://www.basketball-reference.com/boxscores/202302070NOP.html
"7:00 PM, February 7, 2023",ORL,NYK,48,40,98,102,https://www.basketball-reference.com/boxscores/202302070ORL.html
"7:30 PM, February 8, 2023",BOS,PHI,59,55,106,99,https://www.basketball-reference.com/boxscores/202302080BOS.html
"7:00 PM, February 8, 2023",CLE,DET,51,40,113,85,https://www.basketball-reference.com/boxscores/202302080CLE.html
"8:00 PM, February 8, 2023",HOU,SAC,62,58,128,130,https://www.basketball-reference.com/boxscores/202302080HOU.html
"10:00 PM, February 8, 2023",LAC,DAL,52,60,104,110,https://www.basketball-reference.com/boxscores/202302080LAC.html
"7:30 PM, February 8, 2023",MIA,IND,60,63,116,111,https://www.basketball-reference.com/boxscores/202302080MIA.html
"10:00 PM, February 8, 2023",POR,GSW,63,67,125,122,https://www.basketball-reference.com/boxscores/202302080POR.html
"7:30 PM, February 8, 2023",TOR,SAS,57,54,112,98,https://www.basketball-reference.com/boxscores/202302080TOR.html
"9:00 PM, February 8, 2023",UTA,MIN,67,77,118,143,https://www.basketball-reference.com/boxscores/202302080UTA.html
"7:00 PM, February 8, 2023",WAS,CHO,61,61,118,104,https://www.basketball-reference.com/boxscores/202302080WAS.html
"7:30 PM, February 9, 2023",ATL,PHO,56,47,116,107,https://www.basketball-reference.com/boxscores/202302090ATL.html
"7:30 PM, February 9, 2023",BRK,CHI,53,50,116,105,https://www.basketball-reference.com/boxscores/202302090BRK.html
"10:00 PM, February 9, 2023",LAL,MIL,58,50,106,115,https://www.basketball-reference.com/boxscores/202302090LAL.html
"7:00 PM, February 9, 2023",ORL,DEN,65,55,115,104,https://www.basketball-reference.com/boxscores/202302090ORL.html
"7:30 PM, February 10, 2023",BOS,CHO,71,53,127,116,https://www.basketball-reference.com/boxscores/202302100BOS.html
"7:00 PM, February 10, 2023",DET,SAS,53,54,138,131,https://www.basketball-reference.com/boxscores/202302100DET.html
"7:00 PM, February 10, 2023",IND,PHO,47,60,104,117,https://www.basketball-reference.com/boxscores/202302100IND.html
"10:30 PM, February 10, 2023",LAC,MIL,51,54,106,119,https://www.basketball-reference.com/boxscores/202302100LAC.html
"8:00 PM, February 10, 2023",MEM,MIN,69,58,128,107,https://www.basketball-reference.com/boxscores/202302100MEM.html
"8:00 PM, February 10, 2023",MIA,HOU,58,56,97,95,https://www.basketball-reference.com/boxscores/202302100MIA.html
"10:00 PM, February 10, 2023",NOP,CLE,56,73,107,118,https://www.basketball-reference.com/boxscores/202302100NOP.html
"7:00 PM, February 10, 2023",PHI,NYK,59,65,119,108,https://www.basketball-reference.com/boxscores/202302100PHI.html
"10:00 PM, February 10, 2023",POR,OKC,68,72,129,138,https://www.basketball-reference.com/boxscores/202302100POR.html
"10:00 PM, February 10, 2023",SAC,DAL,56,74,114,122,https://www.basketball-reference.com/boxscores/202302100SAC.html
"7:30 PM, February 10, 2023",TOR,UTA,61,58,116,122,https://www.basketball-reference.com/boxscores/202302100TOR.html
"7:30 PM, February 11, 2023",ATL,SAS,61,60,125,106,https://www.basketball-reference.com/boxscores/202302110ATL.html
"6:00 PM, February 11, 2023",BRK,PHI,60,52,98,101,https://www.basketball-reference.com/boxscores/202302110BRK.html
"7:00 PM, February 11, 2023",CHO,DEN,60,57,105,119,https://www.basketball-reference.com/boxscores/202302110CHO.html
"8:00 PM, February 11, 2023",CLE,CHI,40,49,97,89,https://www.basketball-reference.com/boxscores/202302110CLE.html
"8:30 PM, February 11, 2023",GSW,LAL,53,51,103,109,https://www.basketball-reference.com/boxscores/202302110GSW.html
"7:30 PM, February 11, 2023",NYK,UTA,62,56,126,120,https://www.basketball-reference.com/boxscores/202302110NYK.html
"7:00 PM, February 11, 2023",ORL,MIA,54,46,103,107,https://www.basketball-reference.com/boxscores/202302110ORL.html
"10:00 PM, February 11, 2023",SAC,DAL,62,64,133,128,https://www.basketball-reference.com/boxscores/202302110SAC.html
"7:00 PM, February 11, 2023",WAS,IND,80,57,127,113,https://www.basketball-reference.com/boxscores/202302110WAS.html
"2:00 PM, February 12, 2023",BOS,MEM,61,48,119,109,https://www.basketball-reference.com/boxscores/202302120BOS.html
"3:00 PM, February 12, 2023",TOR,DET,53,52,119,118,https://www.basketball-reference.com/boxscores/202302120TOR.html
"8:00 PM, February 13, 2023",CHI,ORL,44,49,91,100,https://www.basketball-reference.com/boxscores/202302130CHI.html
"7:00 PM, February 13, 2023",CHO,ATL,74,68,144,138,https://www.basketball-reference.com/boxscores/202302130CHO.html
"7:00 PM, February 13, 2023",CLE,SAS,65,49,117,109,https://www.basketball-reference.com/boxscores/202302130CLE.html
"8:30 PM, February 13, 2023",DAL,MIN,54,65,121,124,https://www.basketball-reference.com/boxscores/202302130DAL.html
"10:00 PM, February 13, 2023",GSW,WAS,71,66,135,126,https://www.basketball-reference.com/boxscores/202302130GSW.html
"7:00 PM, February 13, 2023",IND,UTA,51,53,117,123,https://www.basketball-reference.com/boxscores/202302130IND.html
"7:30 PM, February 13, 2023",MIA,DEN,62,65,108,112,https://www.basketball-reference.com/boxscores/202302130MIA.html
"7:30 PM, February 13, 2023",NYK,BRK,58,61,124,106,https://www.basketball-reference.com/boxscores/202302130NYK.html
"8:00 PM, February 13, 2023",OKC,NOP,51,60,100,103,https://www.basketball-reference.com/boxscores/202302130OKC.html
"7:00 PM, February 13, 2023",PHI,HOU,55,48,123,104,https://www.basketball-reference.com/boxscores/202302130PHI.html
"10:00 PM, February 13, 2023",POR,LAL,65,46,127,115,https://www.basketball-reference.com/boxscores/202302130POR.html
"10:00 PM, February 14, 2023",LAC,GSW,61,65,134,124,https://www.basketball-reference.com/boxscores/202302140LAC.html
"7:30 PM, February 14, 2023",MIL,BOS,64,63,131,125,https://www.basketball-reference.com/boxscores/202302140MIL.html
"9:00 PM, February 14, 2023",PHO,SAC,62,58,120,109,https://www.basketball-reference.com/boxscores/202302140PHO.html
"10:00 PM, February 14, 2023",POR,WAS,52,59,101,126,https://www.basketball-reference.com/boxscores/202302140POR.html
"7:30 PM, February 14, 2023",TOR,ORL,65,70,123,113,https://www.basketball-reference.com/boxscores/202302140TOR.html
"7:30 PM, February 15, 2023",ATL,NYK,44,66,101,122,https://www.basketball-reference.com/boxscores/202302150ATL.html
"7:30 PM, February 15, 2023",BOS,DET,66,51,127,109,https://www.basketball-reference.com/boxscores/202302150BOS.html
"7:30 PM, February 15, 2023",BRK,MIA,52,56,116,105,https://www.basketball-reference.com/boxscores/202302150BRK.html
"7:00 PM, February 15, 2023",CHO,SAS,60,57,120,110,https://www.basketball-reference.com/boxscores/202302150CHO.html
"9:00 PM, February 15, 2023",DEN,DAL,61,44,118,109,https://www.basketball-reference.com/boxscores/202302150DEN.html
"7:00 PM, February 15, 2023",IND,CHI,42,58,117,113,https://www.basketball-reference.com/boxscores/202302150IND.html
"10:00 PM, February 15, 2023",LAL,NOP,55,51,120,102,https://www.basketball-reference.com/boxscores/202302150LAL.html
"8:00 PM, February 15, 2023",MEM,UTA,63,47,117,111,https://www.basketball-reference.com/boxscores/202302150MEM.html
"8:00 PM, February 15, 2023",OKC,HOU,76,54,133,96,https://www.basketball-reference.com/boxscores/202302150OKC.html
"7:30 PM, February 15, 2023",PHI,CLE,63,38,118,112,https://www.basketball-reference.com/boxscores/202302150PHI.html
"7:30 PM, February 16, 2023",CHI,MIL,49,61,100,112,https://www.basketball-reference.com/boxscores/202302160CHI.html
"8:00 PM, February 16, 2023",MIN,WAS,59,51,106,114,https://www.basketball-reference.com/boxscores/202302160MIN.html
"10:00 PM, February 16, 2023",PHO,LAC,52,54,107,116,https://www.basketball-reference.com/boxscores/202302160PHO.html
"7:00 PM, February 23, 2023",CLE,DEN,57,56,109,115,https://www.basketball-reference.com/boxscores/202302230CLE.html
"8:30 PM, February 23, 2023",DAL,SAS,74,63,142,116,https://www.basketball-reference.com/boxscores/202302230DAL.html
"7:00 PM, February 23, 2023",IND,BOS,58,68,138,142,https://www.basketball-reference.com/boxscores/202302230IND.html
"10:00 PM, February 23, 2023",LAL,GSW,59,56,124,111,https://www.basketball-reference.com/boxscores/202302230LAL.html
"7:00 PM, February 23, 2023",ORL,DET,47,46,108,106,https://www.basketball-reference.com/boxscores/202302230ORL.html
"7:30 PM, February 23, 2023",PHI,MEM,47,59,110,105,https://www.basketball-reference.com/boxscores/202302230PHI.html
"10:00 PM, February 23, 2023",SAC,POR,66,57,133,116,https://www.basketball-reference.com/boxscores/202302230SAC.html
"7:30 PM, February 23, 2023",TOR,NOP,54,45,115,110,https://www.basketball-reference.com/boxscores/202302230TOR.html
"9:00 PM, February 23, 2023",UTA,OKC,46,55,120,119,https://www.basketball-reference.com/boxscores/202302230UTA.html
"7:30 PM, February 24, 2023",ATL,CLE,81,57,136,119,https://www.basketball-reference.com/boxscores/202302240ATL.html
"8:00 PM, February 24, 2023",CHI,BRK,63,29,131,87,https://www.basketball-reference.com/boxscores/202302240CHI.html
"10:00 PM, February 24, 2023",GSW,HOU,66,49,116,101,https://www.basketball-reference.com/boxscores/202302240GSW.html
"10:30 PM, February 24, 2023",LAC,SAC,80,76,175,176,https://www.basketball-reference.com/boxscores/202302240LAC.html
"7:30 PM, February 24, 2023",MIL,MIA,73,56,128,99,https://www.basketball-reference.com/boxscores/202302240MIL.html
"8:00 PM, February 24, 2023",MIN,CHO,64,72,113,121,https://www.basketball-reference.com/boxscores/202302240MIN.html
"10:00 PM, February 24, 2023",PHO,OKC,65,60,124,115,https://www.basketball-reference.com/boxscores/202302240PHO.html
"7:00 PM, February 24, 2023",WAS,NYK,64,60,109,115,https://www.basketball-reference.com/boxscores/202302240WAS.html
"7:00 PM, February 25, 2023",CHO,MIA,54,51,108,103,https://www.basketball-reference.com/boxscores/202302250CHO.html
"12:00 PM, February 25, 2023",DET,TOR,44,44,91,95,https://www.basketball-reference.com/boxscores/202302250DET.html
"8:00 PM, February 25, 2023",MEM,DEN,66,42,112,94,https://www.basketball-reference.com/boxscores/202302250MEM.html
"7:30 PM, February 25, 2023",NYK,NOP,73,52,128,106,https://www.basketball-reference.com/boxscores/202302250NYK.html
"7:00 PM, February 25, 2023",ORL,IND,52,51,108,121,https://www.basketball-reference.com/boxscores/202302250ORL.html
"8:30 PM, February 25, 2023",PHI,BOS,56,50,107,110,https://www.basketball-reference.com/boxscores/202302250PHI.html
"9:00 PM, February 25, 2023",UTA,SAS,55,65,118,102,https://www.basketball-reference.com/boxscores/202302250UTA.html
"3:00 PM, February 26, 2023",ATL,BRK,64,57,129,127,https://www.basketball-reference.com/boxscores/202302260ATL.html
"3:30 PM, February 26, 2023",CHI,WAS,47,45,102,82,https://www.basketball-reference.com/boxscores/202302260CHI.html
"6:00 PM, February 26, 2023",CLE,TOR,64,52,118,93,https://www.basketball-reference.com/boxscores/202302260CLE.html
"3:30 PM, February 26, 2023",DAL,LAL,61,47,108,111,https://www.basketball-reference.com/boxscores/202302260DAL.html
"10:00 PM, February 26, 2023",DEN,LAC,66,58,134,124,https://www.basketball-reference.com/boxscores/202302260DEN.html
"7:30 PM, February 26, 2023",GSW,MIN,59,57,109,104,https://www.basketball-reference.com/boxscores/202302260GSW.html
"1:00 PM, February 26, 2023",MIL,PHO,53,46,104,101,https://www.basketball-reference.com/boxscores/202302260MIL.html
"7:00 PM, February 26, 2023",OKC,SAC,50,58,115,124,https://www.basketball-reference.com/boxscores/202302260OKC.html
"9:00 PM, February 26, 2023",POR,HOU,73,58,131,114,https://www.basketball-reference.com/boxscores/202302260POR.html
"7:00 PM, February 27, 2023",CHO,DET,65,46,117,106,https://www.basketball-reference.com/boxscores/202302270CHO.html
"8:00 PM, February 27, 2023",NOP,ORL,49,50,93,101,https://www.basketball-reference.com/boxscores/202302270NOP.html
"7:30 PM, February 27, 2023",NYK,BOS,60,46,109,94,https://www.basketball-reference.com/boxscores/202302270NYK.html
"7:00 PM, February 27, 2023",PHI,MIA,50,58,99,101,https://www.basketball-reference.com/boxscores/202302270PHI.html
"7:30 PM, February 28, 2023",ATL,WAS,56,52,116,119,https://www.basketball-reference.com/boxscores/202302280ATL.html
"7:30 PM, February 28, 2023",BRK,MIL,62,52,104,118,https://www.basketball-reference.com/boxscores/202302280BRK.html
"8:30 PM, February 28, 2023",DAL,IND,59,69,122,124,https://www.basketball-reference.com/boxscores/202302280DAL.html
"10:00 PM, February 28, 2023",GSW,POR,48,65,123,105,https://www.basketball-reference.com/boxscores/202302280GSW.html
"8:00 PM, February 28, 2023",HOU,DEN,54,74,112,133,https://www.basketball-reference.com/boxscores/202302280HOU.html
"10:00 PM, February 28, 2023",LAC,MIN,56,58,101,108,https://www.basketball-reference.com/boxscores/202302280LAC.html
"7:30 PM, February 28, 2023",MEM,LAL,46,49,121,109,https://www.basketball-reference.com/boxscores/202302280MEM.html
"8:00 PM, February 28, 2023",OKC,SAC,66,71,117,123,https://www.basketball-reference.com/boxscores/202302280OKC.html
"7:30 PM, February 28, 2023",TOR,CHI,44,46,104,98,https://www.basketball-reference.com/boxscores/202302280TOR.html
"9:00 PM, February 28, 2023",UTA,SAS,48,50,94,102,https://www.basketball-reference.com/boxscores/202302280UTA.html
"7:30 PM, March 1, 2023",BOS,CLE,55,52,117,113,https://www.basketball-reference.com/boxscores/202303010BOS.html
"7:00 PM, March 1, 2023",CHO,PHO,41,57,91,105,https://www.basketball-reference.com/boxscores/202303010CHO.html
"7:00 PM, March 1, 2023",DET,CHI,54,69,115,117,https://www.basketball-reference.com/boxscores/202303010DET.html
"8:00 PM, March 1, 2023",HOU,MEM,44,47,99,113,https://www.basketball-reference.com/boxscores/202303010HOU.html
"7:30 PM, March 1, 2023",MIA,PHI,53,71,96,119,https://www.basketball-reference.com/boxscores/202303010MIA.html
"8:00 PM, March 1, 2023",MIL,ORL,76,66,139,117,https://www.basketball-reference.com/boxscores/202303010MIL.html
"7:30 PM, March 1, 2023",NYK,BRK,81,57,142,118,https://www.basketball-reference.com/boxscores/202303010NYK.html
"8:00 PM, March 1, 2023",OKC,LAL,60,57,117,123,https://www.basketball-reference.com/boxscores/202303010OKC.html
"10:00 PM, March 1, 2023",POR,NOP,56,53,110,121,https://www.basketball-reference.com/boxscores/202303010POR.html
"7:30 PM, March 2, 2023",DAL,PHI,71,67,133,126,https://www.basketball-reference.com/boxscores/202303020DAL.html
"10:00 PM, March 2, 2023",GSW,LAC,45,56,115,91,https://www.basketball-reference.com/boxscores/202303020GSW.html
"8:30 PM, March 2, 2023",SAS,IND,52,54,110,99,https://www.basketball-reference.com/boxscores/202303020SAS.html
"7:00 PM, March 2, 2023",WAS,TOR,59,50,119,108,https://www.basketball-reference.com/boxscores/202303020WAS.html
"7:30 PM, March 3, 2023",ATL,POR,59,49,129,111,https://www.basketball-reference.com/boxscores/202303030ATL.html
"7:30 PM, March 3, 2023",BOS,BRK,64,55,105,115,https://www.basketball-reference.com/boxscores/202303030BOS.html
"8:00 PM, March 3, 2023",CHI,PHO,64,60,104,125,https://www.basketball-reference.com/boxscores/202303030CHI.html
"7:00 PM, March 3, 2023",CHO,ORL,48,64,106,117,https://www.basketball-reference.com/boxscores/202303030CHO.html
"10:00 PM, March 3, 2023",DEN,MEM,50,58,113,97,https://www.basketball-reference.com/boxscores/202303030DEN.html
