Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL,Halftime_Deficit_Amount,Trailing_Team_Halftime
,ORL,SAC,65,47,123,126,https://www.basketball-reference.com/boxscores/202211050ORL.html,18,SAC
